0Sort,Call U,mode,band,Output,Input,Call,mNemonic,Location,Service Area,S,ERP,HASL,T/O,Sp,Tone,Notes,Note2,Offset,absoff,sign,tsign,tdup,trpt,longditude,latitude,maidenhead,distsyd,dirsyd,dirkat,distmel,disttmb,txpower,bank,TS
2-FM,VK4RSC 2,FM,2,146.8500,146.2500,VK4RSC,-,Wilkes Knob,Sunshine Coast South,O,15,470,4.5,4WIS,91.5,45,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",152.912493,-26.778175,QG63kf93lf,802819,12.2,18.7,1432928.0,121898.3,5,,
3-FM,VK4RSC 7,FM,7,438.0750,433.0750,VK4RSC,-,Wilkes Knob,Sunshine Coast,O,20,450,-,4WIS,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",152.912493,-26.778175,QG63kf93lf,802819,12.2,18.7,1432928.0,121898.3,5,,
5-FM,VK4RSC 23,FM,23,1273.3000,1293.3000,VK4RSC,-,Wilkes Knob,Sunshine Coast South,O,-,470,-,4WIS,91.5,,,20.000,20.000,"+",PLUS,DUP+,"+RPT",152.912493,-26.778175,QG63kf93lf,802819,12.2,18.7,1432928.0,121898.3,5,,
2-FM,VK4RSD 2,FM,2,146.8500,146.2500,VK4RSD,-,Malanda,Sth Atherton Tablelands,O,50,730,3,4SDD,-,112,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",145.636904,-17.36186,QH22tp63kd,1911362,341.7,344.4,2267417.8,1390751.1,5,,
9-C4FM,VK4RSD 4,DV,C4FM,146.8500,146.2500,VK4RSD,-,Malanda,Sth Atherton Tablelands,O,50,730,3,4SDD,-,112,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",145.636904,-17.36186,QH22tp63kd,1911362,341.7,344.4,2267417.8,1390751.1,5,,
3-FM,VK4RSD 7,FM,7,439.9500,434.9500,VK4RSD,-,Malanda,Sth Atherton Tablelands,O,50,730,3,4SDD,-,112,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.636904,-17.36186,QH22tp63kd,1911362,341.7,344.4,2267417.8,1390751.1,5,,
2-FM,VK4RSL 2,FM,2,146.8250,146.2250,VK4RSL,-,Noosa Heads,Sunshine Coast North,O,25,100,4.5,4WIS,91.5,45,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",153.097528,-26.389268,QG63no16qn,848743,12.9,19.0,1479530.6,164139.2,5,,
3-FM,VK4RSL 7,FM,7,438.1750,433.1750,VK4RSL,-,Noosa Heads,Sunshine Coast North,O,25,100,4.5,4WIS,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",153.097528,-26.389268,QG63no16qn,848743,12.9,19.0,1479530.6,164139.2,5,,
3-FM,VK4RSM 7,FM,7,439.3000,434.3000,VK4RSM,-,Spring Mtn,Springfield,O,25,-,-,4AB,91.5,47,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",152.879029,-27.717924,QG62kg57lq,700290,13.6,21.0,1341425.8,24623.8,5,,
4-FM,VK4RSN 6,FM,6,53.7000,52.7000,VK4RSN,-,Wilkes Knob,Sunshine Coast,O,18,470,5,4WIS,-,,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",152.912493,-26.778175,QG63kf93lf,802819,12.2,18.7,1432928.0,121898.3,5,,
2-FM,VK4RSP 2,FM,2,146.8250,146.2250,VK4RSP,-,Roddas Lookout,Springsure,O,100,-,-,4WCH,-,49,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",148.154222,-24.142374,QG45bu85mt,1118058,343.8,348.3,1545705.4,641638.5,5,,
3-FM,VK4RSS 7,FM,7,438.5750,433.5750,VK4RSS,-,Ocean View,Brisbane North,O,25,530,5,4RV,91.5,34,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",152.829395,-27.133695,QG62ju97mv,762573,12.2,19.0,1394610.8,84763.5,5,,
7-P25,VK4RTQ P25,DV,P25,147.2250,145.6250,VK4RTQ,-,Mt Kynoch,Toowoomba,O,50,-,-,4JV,-,20,,-1.600,1.600,"-",MINUS,DUP-,"-RPT",151.955865,-27.506166,QG52xl48qm,708905,6.0,13.4,1316626.7,116236.0,5,,
3-FM,VK4RTQ 7,FM,7,438.0250,433.0250,VK4RTQ,-,Mt Kynoch,Toowoomba,O,50,500,3.5,4JV,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",151.955865,-27.506166,QG52xl48qm,708905,6.0,13.4,1316626.7,116236.0,5,,
8-DMR,VK4RTQ DMR,DV,DMR,439.4875,434.4875,VK4RTQ,-,Mt Kynoch,Toowoomba,O,50,500,3.5,3TE,-,107,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",151.955865,-27.506166,QG52xl48qm,708905,6.0,13.4,1316626.7,116236.0,5,,
A-ATV,VK4RTV ATV,FM,ATV,446.500,Various,VK4RTV,-,Ocean View,Brisbane North,O,120,530,-,4KI,-,111,,,,,,,,152.820209,-27.145551,QG62ju85kb,761106,12.2,19.0,1393017.9,83752.2,5,,
6-DV,VK4RUS B,DV,DST,438.4500,433.4500,VK4RUS B,-,Sarina,Sarina,O,50,175,3,4WCH,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",149.237658,-21.394248,QG48oo85mj,1395779,351.5,355.3,1865848.2,814952.0,5,,
2-FM,VK4RWI 2,FM,2,147.1500,147.7500,VK4RWI,-,portable,Statewide WICEN 6/15,P,-,-,-,QWN,-,95,,0.600,0.600,"+",PLUS,DUP+,"+RPT",,,,,,,,,5,,
3-FM,VK4RWI 7,FM,7,438.6250,433.6250,VK4RWI,-,portable,Statewide WICEN,O,-,-,-,QWN,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
2-FM,VK4RWM 2,FM,2,147.1750,147.7750,VK4RWM,-,North Ipswich,Ipswich WICEN,O,10,-,4,4WIP,-,95,,0.600,0.600,"+",PLUS,DUP+,"+RPT",152.758288,-27.590312,QG62jj08xh,711590,12.4,19.7,1347384.8,43045.9,5,,
3-FM,VK4RWM 7,FM,7,438.3750,433.3750,VK4RWM,-,North Ipswich,Ipswich,O,70,120,4.5,4WIP,91.5,47,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",152.758288,-27.590312,QG62jj08xh,711590,12.4,19.7,1347384.8,43045.9,5,,
3-FM,VK4RWM 7,FM,7,439.9250,434.9250,VK4RWM,-,North Ipswich,Ipswich,O,5,60,-,4WIP,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",152.758288,-27.590312,QG62jj08xh,711590,12.4,19.7,1347384.8,43045.9,5,,
6-DV,VK4RWN A,DV,DST,1273.1000,1293.1000,VK4RWN A,-,Springbrook,Gold Coast (G) 6/15,X,10,1010,3,WIA,-,,,20.000,20.000,"+",PLUS,DUP+,"+RPT",153.288859,-28.234862,QG61ps43pp,655308,18.2,25.9,1315003.6,46204.2,5,,
6-DV,VK4RWN AD,DV,DST,1298.3000,1298.3000,VK4RWN AD,-,Springbrook,Gold Coast (G) 6/15,X,10,1010,-,WIA,-,,,0.000,0.000,"+",PLUS,DUP+,"+RPT",153.288859,-28.234862,QG61ps43pp,655308,18.2,25.9,1315003.6,46204.2,5,,
6-DV,VK4RWN B,DV,DST,438.2250,432.8250,VK4RWN B,-,Springbrook,Gold Coast (G) 6/15,X,25,1010,3,WIA,-,79,96,-5.400,5.400,"-",MINUS,DUP-,"-RPT",153.288859,-28.234862,QG61ps43pp,655308,18.2,25.9,1315003.6,46204.2,5,,
6-DV,VK4RWN C,DV,DST,146.8375,146.2375,VK4RWN C,-,Springbrook,Gold Coast (G) 6/15,X,25,1010,3,WIA,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",153.288859,-28.234862,QG61ps43pp,655308,18.2,25.9,1315003.6,46204.2,5,,
3-FM,VK4RWS 7,FM,7,438.6750,433.6750,VK4RWS,-,Nebo,Mackay,O,-,-,-,4DW,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",148.967883,-21.600646,QG48lj65du,1377114,350.2,354.1,1837885.8,808374.9,5,,
3-FM,VK4RXZ 7,FM,7,439.9000,434.9000,VK4RXZ,-,Maleny,Maleny 2/16,X,50,500,4,4XZ,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",152.799795,-26.797246,QG63je58xp,798605,11.5,18.0,1425610.4,121672.9,5,,
3-FM,VK4RZA 7,FM,7,438.1000,433.1000,VK4RZA,-,Springbrook,Gold Coast,O,-,940,1,4BWI,91.5,70,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",153.290351,-28.232629,QG61ps44ue,655587,18.2,25.9,1315290.7,46059.7,5,,
3-FM,VK4RZB 7,FM,7,438.2000,433.2000,VK4RZB,-,Mt Coot-tha,Brisbane,O,100,560,1,4BWI,91.5,70,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",152.953942,-27.479789,QG62lm44lu,727661,13.7,20.8,1367821.8,44536.3,5,,
5-FM,VK4RZB 23,FM,23,1273.4000,1293.4000,VK4RZB,-,Constitution Hill,Brisbane 6/15,X,20,560,-,4BWI,91.5,70,,20.000,20.000,"+",PLUS,DUP+,"+RPT",152.953942,-27.479789,QG62lm44lu,727661,13.7,20.8,1367821.8,44536.3,5,,
3-FM,VK4RZC 7,FM,7,438.1250,433.1250,VK4RZC,-,Wilkes Knob,Maleny,O,-,470,1,4BWI,91.5,70,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",152.91545,-26.778944,QG63kf93ub,802794,12.2,18.7,1432998.0,121778.7,5,,
3-FM,VK4RZD 7,FM,7,438.0500,433.0500,VK4RZD,-,Mt Perseverance,Ipswich to T'mba Range,O,100,700,1,4BWI,91.5,70,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",152.161336,-27.413366,QG62bo90it,721365,7.5,14.8,1335293.3,102200.0,5,,
2-FM,VK5RAC 2,FM,2,146.7500,146.1500,VK5RAC,-,Pillaworta Hill,Lower Eyre Peninsula,O,50,325,4.5,5ZEA,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",135.954064,-34.392624,PF75xo45ls,1406932,263.3,262.8,895629.9,1781435.1,5,,
3-FM,VK5RAC 7,FM,7,439.8500,434.8500,VK5RAC,-,Pillaworta Hill,Lower Eyre Peninsula,O,50,325,4.5,5ZEA,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",135.954064,-34.392624,PF75xo45ls,1406932,263.3,262.8,895629.9,1781435.1,5,,
2-FM,VK5RAD 2,FM,2,147.0000,146.4000,VK5RAD,-,Crafers,Adelaide,O,30,610,3.5,5BAR,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",138.698773,-34.998452,PF95ia30ui,1155787,260.3,259.2,643197.2,1575180.5,5,,
3-FM,VK5RAD 7,FM,7,439.9250,434.9250,VK5RAD,-,Crafers,Adelaide,O,25,610,5,5BAR,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",138.698773,-34.998452,PF95ia30ui,1155787,260.3,259.2,643197.2,1575180.5,5,,
2-FM,VK5RAE 2,FM,2,146.9750,146.3750,VK5RAE,-,Mt Arden,Port Augusta,O,25,845,3,5AJ,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",137.978806,-32.151913,PF87xu73km,1249798,275.1,275.2,894982.5,1528866.0,5,,
2-FM,VK5RAH 2,FM,2,146.7750,146.1750,VK5RAH,-,Lobethal,Adelaide Hills,O,50,-,8,5NRV,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",138.87125,-34.882778,PF95kc48nd,1139506,260.9,259.8,636531.2,1555383.6,5,,
2-FM,VK5RBK 2,FM,2,146.7250,146.1250,VK5RBK,-,Mt Barker,Mt Barker,O,-,-,-,5YFR,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",138.921859,-35.070985,PF94lw02ox,1135870,259.8,258.6,621602.6,1560555.0,5,,
2-FM,VK5RBP 2,FM,2,147.2000,147.8000,VK5RBP,-,portable,Statewide (Scouts) 6/15,P,50,-,3,5BP,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",,,,,,,,,5,,
3-FM,VK5RBP 7,FM,7,438.2000,433.2000,VK5RBP,-,portable,Statewide (Scouts) 6/15,P,50,-,3,5BP,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
2-FM,VK5RBT 2,FM,2,147.3500,147.9500,VK5RBT,-,Willalooka,Bordertown - Keith,O,50,125,3,5SR,-,51,,0.600,0.600,"+",PLUS,DUP+,"+RPT",140.459673,-36.416027,QF03fo50dd,1018806,250.8,248.8,429732.1,1517931.8,5,,
2-FM,VK5RBV 2,FM,2,146.8250,146.2250,VK5RBV,-,Mt Kitchener,Barossa Valley,O,50,580,3.5,5BRC,-,53,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",139.005935,-34.571977,PF95mk02rr,1126368,262.6,261.6,645613.6,1529335.3,5,,
9-C4FM,VK5RBV 4,DV,C4FM,146.8250,146.2250,VK5RBV,-,Mt Kitchener,Barossa Valley,O,50,580,3.5,5BRC,-,53,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",139.005935,-34.571977,PF95mk02rr,1126368,262.6,261.6,645613.6,1529335.3,5,,
3-FM,VK5RBV 7,FM,7,439.8000,434.8000,VK5RBV,-,Mt Kitchener,Barossa Valley,O,50,580,3.5,5BRC,-,53,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",139.005935,-34.571977,PF95mk02rr,1126368,262.6,261.6,645613.6,1529335.3,5,,
9-C4FM,VK5RBV 4,DV,C4FM,439.8000,434.8000,VK5RBV,-,Mt Kitchener,Barossa Valley,O,50,580,3.5,5BRC,-,53,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",139.005935,-34.571977,PF95mk02rr,1126368,262.6,261.6,645613.6,1529335.3,5,,
3-FM,VK5RCT 7,FM,7,438.3250,433.3250,VK5RCT,-,Moonta,Moonta,O,-,-,-,5ZSW,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",137.65363,-34.047307,PF85tw88kp,1252057,265.3,264.7,780972.8,1621186.4,5,,
9-C4FM,VK5RCT 4,DV,C4FM,438.3250,433.3250,VK5RCT,-,Moonta,Moonta,O,-,-,-,5ZSW,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",137.65363,-34.047307,PF85tw88kp,1252057,265.3,264.7,780972.8,1621186.4,5,,
A-ATV,VK5RDC ATV,FM,ATV,446.500,1275.000,VK5RDC,-,The Bluff,Port Pirie & Whyalla,O,100,730,-,5DMC,-,105,,828.500,828.500,"+",PLUS,DUP+,"+RPT",138.164544,-33.105937,PF96bv94rn,1214312,270.4,270.1,808525.4,1541600.3,5,,
9-C4FM,VK5RDF 4,DV,C4FM,438.1125,431.1125,VK5RDF,-,Crafers,Adelaide,O,50,610,3,5DF,-,,,-7.000,7.000,"-",MINUS,DUP-,"-RPT",138.698773,-34.998452,PF95ia30ui,1155787,260.3,259.2,643197.2,1575180.5,5,,
2-FM,VK5REP 2,FM,2,146.8000,146.2000,VK5REP,-,Coolanie,Eyre Peninsula,O,60,500,4,WIA,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",136.779823,-33.605438,PF86jj34nq,1336239,267.2,266.8,875396.9,1681299.2,5,,
8-DMR,VK5REX DMR,DV,DMR,438.2625,432.8625,VK5REX,-,Winter Hill,Port Lincoln,O,25,240,3,5ZEA,-,,,-5.400,5.400,"-",MINUS,DUP-,"-RPT",135.828165,-34.701651,PF75vh91jo,1417715,261.9,261.3,890632.1,1803865.0,5,,
6-DV,VK5REX B,DV,DST,438.2250,432.8250,VK5REX B,-,Winter Hill,Port Lincoln (G),O,25,240,3,5ZEA,-,96,,-5.400,5.400,"-",MINUS,DUP-,"-RPT",135.828165,-34.701651,PF75vh91jo,1417715,261.9,261.3,890632.1,1803865.0,5,,
6-DV,VK5REX C,DV,DST,146.9625,146.3625,VK5REX C,-,Winter Hill,Port Lincoln (G),O,25,240,3,5ZEA,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",135.828165,-34.701651,PF75vh91jo,1417715,261.9,261.3,890632.1,1803865.0,5,,
2-FM,VK5RHO 2,FM,2,146.8500,146.2500,VK5RHO,-,Anstey Hill,Adelaide,O,30,410,3.5,5GRC,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",138.74945,-34.841909,PF95id97ww,1150479,261.1,260.1,648362.9,1563423.6,5,,
3-FM,VK5RHO 7,FM,7,439.8750,434.8750,VK5RHO,-,Anstey Hill,Adelaide,O,20,410,3.5,5GRC,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",138.74945,-34.841909,PF95id97ww,1150479,261.1,260.1,648362.9,1563423.6,5,,
5-FM,VK5RHO 23,FM,23,1273.3750,1293.3750,VK5RHO,-,Houghton,Adelaide North 6/15,P,50,410,5,5GRC,-,,,20.000,20.000,"+",PLUS,DUP+,"+RPT",138.74945,-34.841909,PF95id97ww,1150479,261.1,260.1,648362.9,1563423.6,5,,
2-FM,VK5RKN 2,FM,2,147.3750,147.9750,VK5RKN,Kingst,Mt Benson,Kingston,O,25,25,3,5SR,-,51,,0.600,0.600,"+",PLUS,DUP+,"+RPT",139.811486,-37.03279,PF92vx72jd,1091719,248.0,245.9,464654.6,1604725.5,5,,
2-FM,VK5RLD 2,FM,2,147.3250,147.9250,VK5RLD,-,Moorook,Riverland,O,25,86,5,5BRL,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",140.333324,-34.25,QF05ds90xa,1004353,264.5,263.6,575142.3,1403994.3,5,,
2-FM,VK5RLH 2,FM,2,146.9250,146.3250,VK5RLH,-,Bumbunga Hill,Central North,O,50,413,3,5CZ,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",138.130403,-33.903603,PF96bc53pd,1208949,266.2,265.6,754518.3,1574340.8,5,,
4-FM,VK5RLZ 6,FM,6,53.7750,52.7750,VK5RLZ,-,Elizabeth,Adelaide North,O,50,73,5,5LZ,-,,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",138.649074,-34.742448,PF95hg71vt,1159366,261.7,260.7,662046.4,1566985.3,5,,
2-FM,VK5RLZ 2,FM,2,146.6250,146.0250,VK5RLZ,-,Elizabeth,Adelaide North,O,25,73,4,5LZ,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",138.649074,-34.742448,PF95hg71vt,1159366,261.7,260.7,662046.4,1566985.3,5,,
3-FM,VK5RLZ 7,FM,7,439.9750,434.9750,VK5RLZ,-,Elizabeth,Adelaide North,O,25,73,3,5LZ,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",138.649074,-34.742448,PF95hg71vt,1159366,261.7,260.7,662046.4,1566985.3,5,,
5-FM,VK5RLZ 23,FM,23,1273.5500,1293.5500,VK5RLZ,-,Elizabeth,Adelaide North 6/15,X,5,73,5,5LZ,-,,,20.000,20.000,"+",PLUS,DUP+,"+RPT",138.649074,-34.742448,PF95hg71vt,1159366,261.7,260.7,662046.4,1566985.3,5,,
A-ATV,VK5RLZ ATV,FM,ATV,2415.000,1250.000,VK5RLZ,-,Elizabeth,Adelaide North 6/15,X,250,73,30,5LZ,-,93,,-1165.000,1165.000,"-",MINUS,DUP-,"-RPT",138.649074,-34.742448,PF95hg71vt,1159366,261.7,260.7,662046.4,1566985.3,5,,
A-ATV,VK5RLZ ATV,FM,ATV,5815.000,5735.000,VK5RLZ,-,Elizabeth,Adelaide North 6/15,X,1,80,30,5LZ,-,93,99,-80.000,80.000,"-",MINUS,DUP-,"-RPT",138.649074,-34.742448,PF95hg71vt,1159366,261.7,260.7,662046.4,1566985.3,5,,
A-ATV,VK5RLZ ATV,FM,ATV,10350.00,10210.00,VK5RLZ,-,Elizabeth,Adelaide North 6/15,X,25,80,30,5LZ,-,93,,-140.000,140.000,"-",MINUS,DUP-,"-RPT",138.649074,-34.742448,PF95hg71vt,1159366,261.7,260.7,662046.4,1566985.3,5,,
2-FM,VK5RMB 2,FM,2,146.8750,146.2750,VK5RMB,-,Mt Beevor,Murray Bridge,O,80,503,5,5NRV,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",139.034726,-34.929104,PF95mb47ea,1124788,260.6,259.5,621177.0,1544273.7,5,,
2-FM,VK5RMG 2,FM,2,146.9000,146.3000,VK5RMG,MtgVHF,The Bluff,Mount Gambier,O,25,100,5,5SR,-,51,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",140.570599,-37.725771,QF02gg85lt,1051659,242.9,240.4,387656.7,1598173.5,5,,
6-DV,VK5RMK B,DV,DST,438.0750,432.6750,VK5RMK B,-,Renmark,Renmark,O,-,-,-,5HS,-,,,-5.400,5.400,"-",MINUS,DUP-,"-RPT",140.71543,-34.158556,QF05iu51uw,969289,265.2,264.2,558136.6,1368017.0,5,,
2-FM,VK5RMN 2,FM,2,146.7000,146.1000,VK5RMN,-,The Bluff,Port Pirie,O,55,730,5,STX,-,83,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",138.162772,-33.086404,PF96bv99mg,1214764,270.5,270.2,810103.3,1541083.4,5,,
3-FM,VK5RMN 7,FM,7,438.5000,431.5000,VK5RMN,-,The Bluff,Port Pirie,O,25,730,5,STX,-,83,,-7.000,7.000,"-",MINUS,DUP-,"-RPT",138.162772,-33.086404,PF96bv99mg,1214764,270.5,270.2,810103.3,1541083.4,5,,
2-FM,VK5RNC 2,FM,2,146.6500,146.0500,VK5RNC,Ncte,Naracoorte,Naracoorte,O,25,80,3,5RNC,-,51,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",140.77045,-36.979041,QF03ja25ka,1008073,247.0,244.6,383144.1,1532624.2,5,,
3-FM,VK5ROC 7,FM,7,439.9500,434.9500,VK5ROC,-,Lower Light,Adelaide NW,O,50,30,4,5LZ,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",138.649074,-34.742448,PF95hg71vt,1159366,261.7,260.7,662046.4,1566985.3,5,,
3-FM,VK5ROH 7,FM,7,439.8250,434.8250,VK5ROH,MtgUHF,Blue Lake,Mt Gambier,O,15,135,3.5,5SR,-,81,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",140.776349,-37.833149,QF02je30db,1039118,242.0,239.4,369149.4,1591923.2,5,,
3-FM,VK5RSA 7,FM,7,438.0250,433.0250,VK5RSA,AdlCty,Adelaide,Adelaide City,O,50,55,5,5ARG,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",138.603384,-34.927823,PF95hb27jh,1164159,260.7,259.6,654700.7,1579588.9,5,,
4-FM,VK5RSB 6,FM,6,53.7500,52.7500,VK5RSB,Sumtwn,Summertown,Adelaide,O,50,620,8,5ARG,-,,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",138.716978,-34.949232,PF95ib62ae,1153885,260.5,259.5,644596.7,1571286.6,5,,
3-FM,VK5RSB 7,FM,7,439.9000,434.9000,VK5RSB,Sumtwn,Summertown,Adelaide,O,100,620,5,5ARG,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",138.716978,-34.949232,PF95ib62ae,1153885,260.5,259.5,644596.7,1571286.6,5,,
5-FM,VK5RSB 23,FM,23,1273.5000,1293.5000,VK5RSB,Sumtwn,Summertown,Adelaide,O,50,620,5,5ARG,-,,,20.000,20.000,"+",PLUS,DUP+,"+RPT",138.716978,-34.949232,PF95ib62ae,1153885,260.5,259.5,644596.7,1571286.6,5,,
1-10M,VK5RSC 10,FM,10,29.6200,29.5200,VK5RSC,-,Mt Terrible,Adelaide,O,40,410,3,5ARC,-,7,,-0.100,0.100,"-",MINUS,DUP-,"-RPT",138.501776,-35.331101,PF94gq00fm,1175936,258.5,257.3,640916.1,1607725.6,5,,
2-FM,VK5RSC 2,FM,2,29.6200,147.6750,VK5RSC,-,Mt Terrible,Adelaide,O,40,410,3,5ARC,141.3,7,,118.055,118.055,"+",PLUS,DUP+,"+RPT",138.501776,-35.331101,PF94gq00fm,1175936,258.5,257.3,640916.1,1607725.6,5,,
2-FM,VK5RSC 2,FM,2,147.6750,29.6200,VK5RSC,-,Mt Terrible,Adelaide,O,40,410,3,5ARC,141.3,7,,-118.055,118.055,"-",MINUS,DUP-,"-RPT",138.501776,-35.331101,PF94gq00fm,1175936,258.5,257.3,640916.1,1607725.6,5,,
3-FM,VK5RSC 7,FM,7,439.8250,434.8250,VK5RSC,-,Mt Terrible,Adelaide South,O,50,380,5,5ARC,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",138.501776,-35.331101,PF94gq00fm,1175936,258.5,257.3,640916.1,1607725.6,5,,
9-C4FM,VK5RSC 4,DV,C4FM,439.8250,434.8250,VK5RSC,-,Mt Terrible,Adelaide South,O,50,380,5,5ARC,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",138.501776,-35.331101,PF94gq00fm,1175936,258.5,257.3,640916.1,1607725.6,5,,
5-FM,VK5RSC 23,FM,23,1273.4500,1293.4500,VK5RSC,-,Mt Terrible,Adelaide South 6/15,T,50,380,5,5ARC,-,,,20.000,20.000,"+",PLUS,DUP+,"+RPT",138.501776,-35.331101,PF94gq00fm,1175936,258.5,257.3,640916.1,1607725.6,5,,
2-FM,VK5RSE 2,FM,2,146.8000,146.2000,VK5RSE,MtGrah,Mt Graham,Millicent,O,25,230,3,5SR,-,81,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",140.446816,-37.524673,QF02fl34ob,1054246,244.3,241.9,400263.1,1592603.8,5,,
8-DMR,VK5RSF DMR,DV,DMR,438.8375,431.8375,VK5RSF,-,Adelaide,Adelaide,O,-,-,-,3TE,-,107,,-7.000,7.000,"-",MINUS,DUP-,"-RPT",138.6925,-34.90426,PF95ic32cx,1155923,260.8,259.7,649110.9,1571118.5,5,,
2-FM,VK5RSV 2,FM,2,146.6750,146.0750,VK5RSV,-,Willunga Hill,Adelaide South,O,50,320,10,5ARC,91.5,52,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",138.598021,-35.27319,PF94hr14sk,1166738,258.8,257.6,636162.7,1597011.8,5,,
9-C4FM,VK5RSV 4,DV,C4FM,146.6750,146.0750,VK5RSV,-,Willunga Hill,Adelaide South,O,50,320,10,5ARC,91.5,52,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",138.598021,-35.27319,PF94hr14sk,1166738,258.8,257.6,636162.7,1597011.8,5,,
3-FM,VK5RVH 7,FM,7,438.5250,433.5250,VK5RVH,VictrH,Brown Hill,Victor Harbor,O,80,270,5,5GF,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",138.646365,-35.505725,PF94hl78np,1164476,257.5,256.2,620459.3,1604969.4,5,,
2-FM,VK5RWI 2,FM,2,147.3000,147.9000,VK5RWI,-,portable,Statewide WICEN,O,-,-,-,SWN,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",,,,,,,,,5,,
6-DV,VK5RWN A,DV,DST,1273.7000,1293.7000,VK5RWN A,-,Banksia Park,Adelaide (G) 6/15,T,10,420,3,5ARG,-,,,20.000,20.000,"+",PLUS,DUP+,"+RPT",138.748772,-34.813759,PF95ie94uq,1150445,261.3,260.2,650092.8,1562128.1,5,,
6-DV,VK5RWN AD,DV,DST,1299.7000,1299.7000,VK5RWN AD,-,Banksia Park,Adelaide (G) 6/15,X,10,420,-,5ARG,-,,,0.000,0.000,"+",PLUS,DUP+,"+RPT",138.748772,-34.813759,PF95ie94uq,1150445,261.3,260.2,650092.8,1562128.1,5,,
6-DV,VK5RWN B,DV,DST,438.4000,433.0000,VK5RWN B,-,Banksia Park,Adelaide (G),O,25,420,3,5ARG,-,96,,-5.400,5.400,"-",MINUS,DUP-,"-RPT",138.748772,-34.813759,PF95ie94uq,1150445,261.3,260.2,650092.8,1562128.1,5,,
